year,code,amount,name,topname,depname,depcat,cat,ref
2015,3202010100,845835000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1
2015,3202010200,30000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2
2015,3202010300,13919000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3
2015,3202010400,8710000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1
2015,3202010500,11473000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5
2015,3202010600,18740000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6
2015,3202010800,24150000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7
2015,3202019800,2073000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.8
2015,3202100100,183883000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1
2015,3202102000,20398000,無細項,總統府主管,國家安全會議,諮詢研究業務,國務支出,1.2.2
2015,3202109000,0,交通及運輸設備,總統府主管,國家安全會議,一般建築及設備,國務支出,1.2.3.1
2015,3202109800,500000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.4
2015,5302300100,179679000,無細項,總統府主管,國史館,一般行政,文化支出,1.3.1
2015,5302301000,11361000,史料採集,總統府主管,國史館,史料採集與典藏,文化支出,1.3.2.1
2015,5302302000,9115000,無細項,總統府主管,國史館,國史編纂,文化支出,1.3.3
2015,5302309800,340000,無細項,總統府主管,國史館,第一預備金,文化支出,1.3.4
2015,5302313000,79000000,無細項,總統府主管,國史館臺灣文獻館,一般行政,文化支出,1.4.1
2015,5302314000,5302000,採集文獻暨文物大樓營運,總統府主管,國史館臺灣文獻館,文獻業務,文化支出,1.4.2.1
2015,5202400100,411713000,無細項,總統府主管,中央研究院,一般行政,科學支出,1.5.1
2015,5202401000,2993166000,學術審議及研究獎助,總統府主管,中央研究院,一般學術研究及評議,科學支出,1.5.2.1
2015,5202402000,1719712000,數理科學研究,總統府主管,中央研究院,自然及人文社會科學研究,科學支出,1.5.3.1
