year,code,amount,name,topname,depname,depcat,cat,ref
2011,3202010100,884970000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1
2011,3202010200,40000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2
2011,3202010300,89092000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3
2011,3202010400,11152000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1
2011,3202010500,15497000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5
2011,3202010600,17195000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6
2011,3202010800,39040000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7
2011,3202019800,2182000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.8
2011,3202100100,173753000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1
2011,3202101000,1938000,無細項,總統府主管,國家安全會議,策進國家安全議事業務,國務支出,1.2.2
2011,3202102000,8131000,無細項,總統府主管,國家安全會議,策進國家安全諮詢研究業務,國務支出,1.2.3
2011,3202105000,11875000,無細項,總統府主管,國家安全會議,策進國際安全合作研究業務,國務支出,1.2.4
2011,3202109000,2932000,營建工程,總統府主管,國家安全會議,一般建築及設備,國務支出,1.2.5.1
2011,3202109800,234000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.6
2011,5202303000,14386000,無細項,總統府主管,國史館,總統文物與珍貴史料數位化,科學支出,1.3.1
2011,5302300100,183660000,無細項,總統府主管,國史館,一般行政,文化支出,1.3.2
2011,5302301000,12370000,史料採集,總統府主管,國史館,史料採集與典藏,文化支出,1.3.3.1
2011,5302302000,9379000,無細項,總統府主管,國史館,國史編纂,文化支出,1.3.4
2011,5302309000,1180000,交通及運輸設備,總統府主管,國史館,一般建築及設備,文化支出,1.3.5.1
2011,5302309800,340000,無細項,總統府主管,國史館,第一預備金,文化支出,1.3.6
2011,5202315000,7477000,無細項,總統府主管,國史館臺灣文獻館,拓展數位化計畫,科學支出,1.4.1
2011,5302313000,89331000,無細項,總統府主管,國史館臺灣文獻館,一般行政,文化支出,1.4.2
2011,5302314000,8651000,採集文獻暨文物大樓營運,總統府主管,國史館臺灣文獻館,文獻業務,文化支出,1.4.3.1
2011,5202400100,441543000,無細項,總統府主管,中央研究院,一般行政,科學支出,1.5.1
2011,5202401000,527884000,學術審議及研究獎助,總統府主管,中央研究院,一般學術研究及評議,科學支出,1.5.2.1
2011,5202402000,2797774000,數理科學研究,總統府主管,中央研究院,自然及人文社會科學研究,科學支出,1.5.3.1
2011,5202409000,2419231000,營建工程,總統府主管,中央研究院,一般建築及設備,科學支出,1.5.4.1
2011,5202409800,5410000,無細項,總統府主管,中央研究院,第一預備金,科學支出,1.5.5
2011,3303010100,552167000,無細項,行政院主管,行政院,一般行政,行政支出,2.1.1
2011,3303010700,5138000,政策審議議事,行政院主管,行政院,施政業務,行政支出,2.1.2.1
2011,3303010900,4316000,無細項,行政院主管,行政院,法制業務,行政支出,2.1.3
2011,3303011100,9000000,無細項,行政院主管,行政院,施政推展聯繫,行政支出,2.1.4
2011,3303011500,47234000,無細項,行政院主管,行政院,科技發展研究諮詢,行政支出,2.1.5
2011,3303011600,46471000,無細項,行政院主管,行政院,聯合服務業務,行政支出,2.1.6
2011,3303011700,58213000,無細項,行政院主管,行政院,飛航安全業務,行政支出,2.1.7
2011,3303011800,30508000,無細項,行政院主管,行政院,國土安全規劃,行政支出,2.1.8
2011,3303011900,48808000,無細項,行政院主管,行政院,災害防救業務,行政支出,2.1.9
2011,3303019000,16690000,營建工程,行政院主管,行政院,一般建築及設備,行政支出,2.1.10.1
2011,3303019800,2850000,無細項,行政院主管,行政院,第一預備金,行政支出,2.1.11
2011,3303100100,650909000,無細項,行政院主管,主計處,一般行政,行政支出,2.2.1
2011,3303101000,4492000,中央總預算核編及執行,行政院主管,主計處,公務機關歲計會計業務,行政支出,2.2.2.1
2011,3303101100,2409000,特種基金預算核編及執行,行政院主管,主計處,特種基金歲計會計業務,行政支出,2.2.3.1
2011,3303101200,3577000,統計行政與統計標準,行政院主管,主計處,統計業務,行政支出,2.2.4.1
2011,3303101300,491336000,基本國勢調查,行政院主管,主計處,普查及抽樣調查業務,行政支出,2.2.5.1
2011,3303101500,15526000,無細項,行政院主管,主計處,主計業務視導與訓練,行政支出,2.2.6
2011,3303109000,0,營建工程,行政院主管,主計處,一般建築及設備,行政支出,2.2.7.1
2011,3303109800,1350000,無細項,行政院主管,主計處,第一預備金,行政支出,2.2.8
2011,3303110100,159273000,無細項,行政院主管,主計處電子處理資料中心,一般行政,行政支出,2.3.1
2011,3303111000,10101000,無細項,行政院主管,主計處電子處理資料中心,各機關應用電子計算機作業之審查輔導,行政支出,2.3.2
2011,3303111100,7888000,無細項,行政院主管,主計處電子處理資料中心,電子計算機作業系統之分析設計,行政支出,2.3.3
2011,3303111200,6096000,無細項,行政院主管,主計處電子處理資料中心,電子計算機技術之研究與訓練,行政支出,2.3.4
2011,3303111300,11900000,無細項,行政院主管,主計處電子處理資料中心,電子計算機之管理與資料處理,行政支出,2.3.5
2011,3303111400,3603000,無細項,行政院主管,主計處電子處理資料中心,資訊系統推廣服務,行政支出,2.3.6
2011,3303119000,40000,交通及運輸設備,行政院主管,主計處電子處理資料中心,一般建築及設備,行政支出,2.3.7.1
2011,3303119800,500000,無細項,行政院主管,主計處電子處理資料中心,第一預備金,行政支出,2.3.8
2011,3903201100,144717000,國際新聞規劃及研究,行政院主管,新聞局,國際新聞業務,外交支出,2.4.1.1
2011,5303200100,605396000,無細項,行政院主管,新聞局,一般行政,文化支出,2.4.2
2011,5303201000,5052000,新聞發布與新聞聯繫工作,行政院主管,新聞局,國內新聞業務,文化支出,2.4.3.1
2011,5303201200,341717000,廣播電視事業輔導,行政院主管,新聞局,大眾傳播事業輔導,文化支出,2.4.4.1
2011,5303201300,66691000,無細項,行政院主管,新聞局,綜合計畫業務,文化支出,2.4.5
2011,5303201600,331938000,無細項,行政院主管,新聞局,對財團法人中央通訊社捐助,文化支出,2.4.6
2011,5303201800,490357000,無細項,行政院主管,新聞局,對財團法人中央廣播電台捐助,文化支出,2.4.7
2011,5303201900,900000000,無細項,行政院主管,新聞局,對財團法人公視基金會捐贈,文化支出,2.4.8
2011,5303202000,0,無細項,行政院主管,新聞局,對中華電視公司捐贈收買非公股股份,文化支出,2.4.9
2011,5303202100,27250000,無細項,行政院主管,新聞局,地方新聞業務,文化支出,2.4.10
2011,5303209000,850000,交通及運輸設備,行政院主管,新聞局,一般建築及設備,文化支出,2.4.11.1
2011,5303209800,4260000,無細項,行政院主管,新聞局,第一預備金,文化支出,2.4.12
2011,3303300100,333738000,無細項,行政院主管,人事行政局,一般行政,行政支出,2.5.1
2011,3303302100,99587000,創新人事服務,行政院主管,人事行政局,人事業務之策進執行及人員之考訓,行政支出,2.5.2.1
2011,3303309000,0,交通及運輸設備,行政院主管,人事行政局,一般建築及設備,行政支出,2.5.3.1
2011,3303309800,1080000,無細項,行政院主管,人事行政局,第一預備金,行政支出,2.5.4
2011,7503303400,44473000,無細項,行政院主管,人事行政局,第一屆資深中央民代自願退職給付,退休撫卹給付支出,2.5.5
2011,7503303600,9702000,無細項,行政院主管,人事行政局,因公殘廢死亡慰問給付,退休撫卹給付支出,2.5.6
2011,7503304300,25000000,無細項,行政院主管,人事行政局,公教員工資遣退職給付,退休撫卹給付支出,2.5.7
2011,8903304500,2100000000,無細項,行政院主管,人事行政局,公教人員婚喪生育及子女教育補助,其他支出,2.5.8
2011,3303310100,59819000,無細項,行政院主管,公務人力發展中心,一般行政,行政支出,2.6.1
2011,3303311000,75324000,無細項,行政院主管,公務人力發展中心,訓練輔導及研究,行政支出,2.6.2
2011,3303319800,600000,無細項,行政院主管,公務人力發展中心,第一預備金,行政支出,2.6.3
2011,3303320100,60147000,無細項,行政院主管,公務人員住宅及福利委員會,一般行政,行政支出,2.7.1
2011,3303321000,10146000,無細項,行政院主管,公務人員住宅及福利委員會,宿舍管理及福利服務,行政支出,2.7.2
2011,3303329800,100000,無細項,行政院主管,公務人員住宅及福利委員會,第一預備金,行政支出,2.7.3
2011,3303330100,91476000,無細項,行政院主管,地方行政研習中心,一般行政,行政支出,2.8.1
2011,3303330200,49702000,無細項,行政院主管,地方行政研習中心,地方公務人員訓練,行政支出,2.8.2
2011,3303339800,600000,無細項,行政院主管,地方行政研習中心,第一預備金,行政支出,2.8.3
2011,5303400100,529763000,無細項,行政院主管,國立故宮博物院,一般行政,文化支出,2.9.1
2011,5303400200,7436000,無細項,行政院主管,國立故宮博物院,文物管理,文化支出,2.9.2
2011,5303400300,76158000,無細項,行政院主管,國立故宮博物院,文物展覽,文化支出,2.9.3
2011,5303400400,130774000,無細項,行政院主管,國立故宮博物院,資訊管理,文化支出,2.9.4
2011,5303400500,10872000,無細項,行政院主管,國立故宮博物院,保存維護與文化行銷,文化支出,2.9.5
2011,5303400700,8938000,無細項,行政院主管,國立故宮博物院,安全系統管理維護,文化支出,2.9.6
2011,5303400800,114000000,無細項,行政院主管,國立故宮博物院,故宮南部院區籌建,文化支出,2.9.7
2011,5303409000,59374000,營建工程,行政院主管,國立故宮博物院,一般建築及設備,文化支出,2.9.8.1
2011,5303409800,4000000,無細項,行政院主管,國立故宮博物院,第一預備金,文化支出,2.9.9
