year,code,amount,name,topname,depname,depcat,cat,ref
2012,3202010100,895977000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1
2012,3202010200,40000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2
2012,3202010300,61824000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3
2012,3202010400,10652000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1
2012,3202010500,15279000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5
2012,3202010600,22927000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6
2012,3202010800,20907000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7
2012,3202019000,126000,交通及運輸設備,總統府主管,總統府,一般建築及設備,國務支出,1.1.8.1
2012,3202019800,2073000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.9
2012,3202100100,180484000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1
2012,3202101000,1842000,無細項,總統府主管,國家安全會議,策進國家安全議事業務,國務支出,1.2.2
2012,3202102000,7248000,無細項,總統府主管,國家安全會議,策進國家安全諮詢研究業務,國務支出,1.2.3
2012,3202105000,10980000,無細項,總統府主管,國家安全會議,策進國際安全合作研究業務,國務支出,1.2.4
2012,3202109000,2240000,營建工程,總統府主管,國家安全會議,一般建築及設備,國務支出,1.2.5.1
2012,3202109800,234000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.6
2012,5202303000,14368000,無細項,總統府主管,國史館,總統文物與珍貴史料數位化,科學支出,1.3.1
2012,5302300100,185726000,無細項,總統府主管,國史館,一般行政,文化支出,1.3.2
2012,5302301000,10232000,史料採集,總統府主管,國史館,史料採集與典藏,文化支出,1.3.3.1
2012,5302302000,10353000,無細項,總統府主管,國史館,國史編纂,文化支出,1.3.4
2012,5302309000,0,交通及運輸設備,總統府主管,國史館,一般建築及設備,文化支出,1.3.5.1
2012,5302309800,340000,無細項,總統府主管,國史館,第一預備金,文化支出,1.3.6
2012,5202315000,7974000,無細項,總統府主管,國史館臺灣文獻館,拓展數位化計畫,科學支出,1.4.1
2012,5302313000,90739000,無細項,總統府主管,國史館臺灣文獻館,一般行政,文化支出,1.4.2
2012,5302314000,7082000,採集文獻暨文物大樓營運,總統府主管,國史館臺灣文獻館,文獻業務,文化支出,1.4.3.1
2012,5202400100,450209000,無細項,總統府主管,中央研究院,一般行政,科學支出,1.5.1
