year,code,amount,name,topname,depname,depcat,cat,ref
2008,3202010100,971364000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1
2008,3202010200,50000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2
2008,3202010300,118167000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3
2008,3202010400,14846000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1
2008,3202010500,19998000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5
2008,3202010600,30409000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6
2008,3202010800,6177000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7
2008,3202019000,99410000,營建工程,總統府主管,總統府,一般建築及設備,國務支出,1.1.8.1
2008,3202019800,2182000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.9
2008,3202100100,170932000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1
2008,3202101000,2054000,無細項,總統府主管,國家安全會議,策進國家安全議事業務,國務支出,1.2.2
2008,3202102000,9699000,無細項,總統府主管,國家安全會議,策進國家安全諮詢研究業務,國務支出,1.2.3
2008,3202105000,14195000,無細項,總統府主管,國家安全會議,策進國際安全合作研究業務,國務支出,1.2.4
2008,3202109000,900000,營建工程,總統府主管,國家安全會議,一般建築及設備,國務支出,1.2.5.1
2008,3202109800,234000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.6
2008,5202303000,5103000,無細項,總統府主管,國史館,總統文物數位化,科學支出,1.3.1
2008,5302300100,186902000,無細項,總統府主管,國史館,一般行政,文化支出,1.3.2
2008,5302301000,15179000,史料採集,總統府主管,國史館,史料採集與典藏,文化支出,1.3.3.1
2008,5302302000,8435000,無細項,總統府主管,國史館,國史編纂,文化支出,1.3.4
2008,5302309000,0,交通及運輸設備,總統府主管,國史館,一般建築及設備,文化支出,1.3.5.1
2008,5302309800,340000,無細項,總統府主管,國史館,第一預備金,文化支出,1.3.6
2008,5202315000,5596000,無細項,總統府主管,國史館臺灣文獻館,拓展數位化計畫,科學支出,1.4.1
2008,5302313000,90119000,無細項,總統府主管,國史館臺灣文獻館,一般行政,文化支出,1.4.2
2008,5302314000,9982000,採集文獻暨文物大樓營運,總統府主管,國史館臺灣文獻館,文獻業務,文化支出,1.4.3.1
2008,5302319000,0,交通及運輸設備,總統府主管,國史館臺灣文獻館,一般建築及設備,文化支出,1.4.4.1
2008,5202400100,416509000,無細項,總統府主管,中央研究院,一般行政,科學支出,1.5.1
2008,5202401000,566444000,學術審議及研究獎助,總統府主管,中央研究院,一般學術研究及評議,科學支出,1.5.2.1
2008,5202402000,2559343000,數理科學研究,總統府主管,中央研究院,自然及人文社會科學研究,科學支出,1.5.3.1
2008,5202409000,0,土地購置,總統府主管,中央研究院,一般建築及設備,科學支出,1.5.4.1
2008,5202409800,5410000,無細項,總統府主管,中央研究院,第一預備金,科學支出,1.5.5
2008,3303010100,567431000,無細項,行政院主管,行政院,一般行政,行政支出,2.1.1
2008,3303010700,4896000,政策審議議事,行政院主管,行政院,施政業務,行政支出,2.1.2.1
2008,3303010900,4619000,無細項,行政院主管,行政院,法制業務,行政支出,2.1.3
2008,3303011100,9000000,無細項,行政院主管,行政院,施政推展聯繫,行政支出,2.1.4
2008,3303011500,50308000,無細項,行政院主管,行政院,科技發展研究諮詢,行政支出,2.1.5
2008,3303011600,51992000,無細項,行政院主管,行政院,聯合服務業務,行政支出,2.1.6
2008,3303011700,61064000,無細項,行政院主管,行政院,飛航安全業務,行政支出,2.1.7
2008,3303011800,7218000,無細項,行政院主管,行政院,國土安全規劃,行政支出,2.1.8
2008,3303019000,9410000,營建工程,行政院主管,行政院,一般建築及設備,行政支出,2.1.9.1
2008,3303019800,3000000,無細項,行政院主管,行政院,第一預備金,行政支出,2.1.10
2008,3303100100,652849000,無細項,行政院主管,主計處,一般行政,行政支出,2.2.1
2008,3303101000,5363000,中央總預算核編及執行,行政院主管,主計處,公務機關歲計會計業務,行政支出,2.2.2.1
2008,3303101100,3090000,特種基金預算核編及執行,行政院主管,主計處,特種基金歲計會計業務,行政支出,2.2.3.1
2008,3303101200,4259000,統計行政與統計標準,行政院主管,主計處,統計業務,行政支出,2.2.4.1
2008,3303101300,40375000,基本國勢調查,行政院主管,主計處,普查及抽樣調查業務,行政支出,2.2.5.1
