year,code,amount,name,topname,depname,depcat,cat,ref
2019,3202010100,887163000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1
2019,3202010200,30000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2
2019,3202010300,16105000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3
2019,3202010400,6743000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1
2019,3202010500,7353000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5
2019,3202010600,22508000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6
2019,3202010800,6741000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7
2019,3202019800,2873000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.8
2019,3202100100,174255000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1
2019,3202102000,21963000,無細項,總統府主管,國家安全會議,諮詢研究業務,國務支出,1.2.2
2019,3202109000,4920000,交通及運輸設備,總統府主管,國家安全會議,一般建築及設備,國務支出,1.2.3.1
2019,3202109800,500000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.4
2019,5302300100,185869000,無細項,總統府主管,國史館,一般行政,文化支出,1.3.1
2019,5302301000,14926000,無細項,總統府主管,國史館,檔案文物管理與編纂,文化支出,1.3.2
2019,5302309000,0,交通及運輸設備,總統府主管,國史館,一般建築及設備,文化支出,1.3.3.1
2019,5302309800,340000,無細項,總統府主管,國史館,第一預備金,文化支出,1.3.4
2019,5302313000,72377000,無細項,總統府主管,國史館臺灣文獻館,一般行政,文化支出,1.4.1
2019,5302314000,25637000,無細項,總統府主管,國史館臺灣文獻館,文獻業務,文化支出,1.4.2
2019,5202400100,271580000,無細項,總統府主管,中央研究院,一般行政,科學支出,1.5.1
2019,5202401000,3324369000,學術審議及研究獎助,總統府主管,中央研究院,一般學術研究及評議,科學支出,1.5.2.1
2019,5202402000,1697421000,數理科學研究,總統府主管,中央研究院,自然及人文社會科學研究,科學支出,1.5.3.1
2019,5202404000,1176000000,無細項,總統府主管,中央研究院,南部院區,科學支出,1.5.4
2019,5202405000,1046487000,科學研究基金,總統府主管,中央研究院,非營業特種基金,科學支出,1.5.5.1
2019,5202409000,0,交通及運輸設備,總統府主管,中央研究院,一般建築及設備,科學支出,1.5.6.1
2019,5202409800,7375000,無細項,總統府主管,中央研究院,第一預備金,科學支出,1.5.7
2019,3303010100,927299000,無細項,行政院主管,行政院,一般行政,行政支出,2.1.1
2019,3303010700,12064000,無細項,行政院主管,行政院,施政及法制業務,行政支出,2.1.2
2019,3303011100,6150000,無細項,行政院主管,行政院,施政推展聯繫,行政支出,2.1.3
2019,3303011500,40293000,無細項,行政院主管,行政院,科技發展研究諮詢,行政支出,2.1.4
2019,3303011600,34390000,無細項,行政院主管,行政院,聯合服務業務,行政支出,2.1.5
2019,3303011800,8019000,無細項,行政院主管,行政院,國土及資通安全業務,行政支出,2.1.6
2019,3303011900,7650000,無細項,行政院主管,行政院,災害防救業務,行政支出,2.1.7
2019,3303012000,18819000,無細項,行政院主管,行政院,性別平等業務,行政支出,2.1.8
2019,3303012200,14955000,無細項,行政院主管,行政院,消保及食安業務,行政支出,2.1.9
2019,3303012300,70350000,無細項,行政院主管,行政院,資訊管理,行政支出,2.1.10
2019,3303012400,53400000,無細項,行政院主管,行政院,新聞傳播業務,行政支出,2.1.11
2019,3303019000,25736000,營建工程,行政院主管,行政院,一般建築及設備,行政支出,2.1.12.1
2019,3303019800,3800000,無細項,行政院主管,行政院,第一預備金,行政支出,2.1.13
2019,3303100100,846571000,無細項,行政院主管,主計總處,一般行政,行政支出,2.2.1
2019,3303101000,3772000,無細項,行政院主管,主計總處,中央總預算核編及執行,行政支出,2.2.2
2019,3303101100,2189000,無細項,行政院主管,主計總處,特種基金預算核編及執行,行政支出,2.2.3
2019,3303101200,2211000,無細項,行政院主管,主計總處,會計及決算業務,行政支出,2.2.4
2019,3303101300,27031000,無細項,行政院主管,主計總處,綜合統計業務,行政支出,2.2.5
2019,3303101400,96937000,無細項,行政院主管,主計總處,國勢普查業務,行政支出,2.2.6
2019,3303101500,16027000,無細項,行政院主管,主計總處,主計訓練業務,行政支出,2.2.7
2019,3303101600,78414000,無細項,行政院主管,主計總處,主計資訊業務,行政支出,2.2.8
2019,3303109000,29093000,營建工程,行政院主管,主計總處,一般建築及設備,行政支出,2.2.9.1
2019,3303109800,1850000,無細項,行政院主管,主計總處,第一預備金,行政支出,2.2.10
2019,3303300100,351473000,無細項,行政院主管,人事行政總處,一般行政,行政支出,2.3.1
2019,3303300200,189564000,無細項,行政院主管,人事行政總處,人事行政之政策規劃執行及發展,行政支出,2.3.2
2019,3303309800,2000000,無細項,行政院主管,人事行政總處,第一預備金,行政支出,2.3.3
2019,7503303400,4003000,無細項,行政院主管,人事行政總處,第一屆資深中央民代自願退職給付,退休撫卹給付支出,2.3.4
2019,7503303600,9133000,無細項,行政院主管,人事行政總處,執行職務意外傷亡慰問給付,退休撫卹給付支出,2.3.5
2019,7503304300,20000000,無細項,行政院主管,人事行政總處,公教員工資遣退職給付,退休撫卹給付支出,2.3.6
2019,8903304500,1873224000,無細項,行政院主管,人事行政總處,婚喪生育、子女教育及低薪配套補助,其他支出,2.3.7
2019,3303340100,135827000,無細項,行政院主管,公務人力發展學院,一般行政,行政支出,2.4.1
2019,3303341000,98364000,無細項,行政院主管,公務人力發展學院,訓練輔導及研究,行政支出,2.4.2
2019,3303349000,0,營建工程,行政院主管,公務人力發展學院,一般建築及設備,行政支出,2.4.3.1
2019,3303349800,1200000,無細項,行政院主管,公務人力發展學院,第一預備金,行政支出,2.4.4
2019,5303400100,793463000,無細項,行政院主管,國立故宮博物院,一般行政,文化支出,2.5.1
