year,code,amount,name,topname,depname,depcat,cat,ref
2016,3202010100,983596000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1
2016,3202010200,30000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2
2016,3202010300,56612000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3
2016,3202010400,8605000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1
2016,3202010500,11417000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5
2016,3202010600,27321000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6
2016,3202010800,7757000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7
2016,3202019800,2073000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.8
2016,3202100100,179007000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1
2016,3202102000,21955000,無細項,總統府主管,國家安全會議,諮詢研究業務,國務支出,1.2.2
2016,3202109800,500000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.3
2016,5302300100,184320000,無細項,總統府主管,國史館,一般行政,文化支出,1.3.1
2016,5302301000,8663000,史料採集,總統府主管,國史館,史料採集與典藏,文化支出,1.3.2.1
2016,5302302000,7078000,無細項,總統府主管,國史館,國史編纂,文化支出,1.3.3
2016,5302309800,340000,無細項,總統府主管,國史館,第一預備金,文化支出,1.3.4
2016,5302313000,78160000,無細項,總統府主管,國史館臺灣文獻館,一般行政,文化支出,1.4.1
2016,5302314000,4004000,採集文獻暨文物大樓營運,總統府主管,國史館臺灣文獻館,文獻業務,文化支出,1.4.2.1
2016,5202400100,375284000,無細項,總統府主管,中央研究院,一般行政,科學支出,1.5.1
2016,5202401000,3090320000,學術審議及研究獎助,總統府主管,中央研究院,一般學術研究及評議,科學支出,1.5.2.1
2016,5202402000,1749772000,數理科學研究,總統府主管,中央研究院,自然及人文社會科學研究,科學支出,1.5.3.1
2016,5202403000,3995114000,無細項,總統府主管,中央研究院,國家生技研究園區,科學支出,1.5.4
2016,5202409000,88000000,土地購置,總統府主管,中央研究院,一般建築及設備,科學支出,1.5.5.1
2016,5202409800,8194000,無細項,總統府主管,中央研究院,第一預備金,科學支出,1.5.6
2016,3303010100,913000000,無細項,行政院主管,行政院,一般行政,行政支出,2.1.1
2016,3303010700,12359000,無細項,行政院主管,行政院,施政及法制業務,行政支出,2.1.2
2016,3303011100,6250000,無細項,行政院主管,行政院,施政推展聯繫,行政支出,2.1.3
2016,3303011500,40661000,無細項,行政院主管,行政院,科技發展研究諮詢,行政支出,2.1.4
2016,3303011600,115115000,無細項,行政院主管,行政院,聯合服務業務,行政支出,2.1.5
2016,3303011800,8593000,無細項,行政院主管,行政院,國土及資通安全業務,行政支出,2.1.6
2016,3303011900,8117000,無細項,行政院主管,行政院,災害防救業務,行政支出,2.1.7
2016,3303012000,15474000,無細項,行政院主管,行政院,性別平等業務,行政支出,2.1.8
2016,3303012200,19291000,無細項,行政院主管,行政院,消保及食安業務,行政支出,2.1.9
2016,3303012300,69376000,無細項,行政院主管,行政院,資訊管理,行政支出,2.1.10
2016,3303012400,56924000,無細項,行政院主管,行政院,新聞傳播業務,行政支出,2.1.11
2016,3303019000,10850000,營建工程,行政院主管,行政院,一般建築及設備,行政支出,2.1.12.1
2016,3303019800,3800000,無細項,行政院主管,行政院,第一預備金,行政支出,2.1.13
