year,code,amount,name,topname,depname,depcat,cat,ref
2018,3202010100,828821000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1
2018,3202010200,30000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2
2018,3202010300,15614000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3
2018,3202010400,7611000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1
2018,3202010500,10344000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5
2018,3202010600,23755000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6
2018,3202010800,5402000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7
2018,3202019800,2373000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.8
2018,3202100100,176113000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1
2018,3202102000,19918000,無細項,總統府主管,國家安全會議,諮詢研究業務,國務支出,1.2.2
2018,3202109000,0,交通及運輸設備,總統府主管,國家安全會議,一般建築及設備,國務支出,1.2.3.1
2018,3202109800,500000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.4
2018,5302300100,191172000,無細項,總統府主管,國史館,一般行政,文化支出,1.3.1
2018,5302301000,20410000,無細項,總統府主管,國史館,檔案文物管理與編纂,文化支出,1.3.2
2018,5302309000,920000,交通及運輸設備,總統府主管,國史館,一般建築及設備,文化支出,1.3.3.1
2018,5302309800,340000,無細項,總統府主管,國史館,第一預備金,文化支出,1.3.4
2018,5302313000,74532000,無細項,總統府主管,國史館臺灣文獻館,一般行政,文化支出,1.4.1
2018,5302314000,17133000,無細項,總統府主管,國史館臺灣文獻館,文獻業務,文化支出,1.4.2
2018,5202400100,262637000,無細項,總統府主管,中央研究院,一般行政,科學支出,1.5.1
2018,5202401000,3324393000,學術審議及研究獎助,總統府主管,中央研究院,一般學術研究及評議,科學支出,1.5.2.1
2018,5202402000,1637159000,數理科學研究,總統府主管,中央研究院,自然及人文社會科學研究,科學支出,1.5.3.1
2018,5202403000,771039000,無細項,總統府主管,中央研究院,國家生技研究園區,科學支出,1.5.4
2018,5202404000,357727000,無細項,總統府主管,中央研究院,南部院區,科學支出,1.5.5
2018,5202409000,0,土地購置,總統府主管,中央研究院,一般建築及設備,科學支出,1.5.6.1
